Week	Date	Status	Author	Title	URL
10	2018-11-01	0	Python Tutorial	Chapter 6 - Modules	https://docs.python.org/3/tutorial/modules.html
10	2018-11-01	0	Python Tutorial	Chapter 9 - Classes	https://docs.python.org/3/tutorial/classes.html
