Week	Date	Status	Author	Title	URL
6	2018-10-04	0	Elkner et al	Chapter 10 - Lists	https://runestone.academy/runestone/static/LING402/Lists/toctree.html
6	2018-10-04	0	Bryce	Benefits of immutability	https://www.youtube.com/playlist?list=PLydysiDoFy5Wi3PtTp2Lq84c-LSGPouxw
