Week	Date	Status	Author	Title	URL
9	2018-10-25	0	Elkner et al	Chapter 17 - "Classes and Objects - Digging a Little Deeper"	https://runestone.academy/runestone/static/LING402/ClassesDiggingDeeper/toctree.html
9	2018-10-25	0	Bird et al	Chapter 5 - "Categorizing and tagging words"	http://www.nltk.org/book/ch05.html
