Week	Date	Status	Author	Title	URL
10	2018-10-30	0	Python Tutorial	Chapter 5 - Data Structures	https://docs.python.org/3/tutorial/datastructures.html
10	2018-10-30	0	Bird et al	Chapter 6 - Learning to classify text	http://www.nltk.org/book/ch06.html
