Week	Date	Status	Author	Title	URL
2	2018-09-06	0	Shotts	Chapter 5 - Working with commands	
2	2018-09-06	0	Bryce	Video lectures covering getting help with commands	https://www.youtube.com/playlist?list=PLydysiDoFy5VaSP7WOZhHIF4HDtP12csX
2	2018-09-06	0	Ramey	Chapter 4 - Shell builtin commands	
2	2018-09-06	0	Shotts	Chapter 20 - Text processing	
2	2018-09-06	0	Bryce	Video lectures covering Chapter 20 content	https://www.youtube.com/playlist?list=PLydysiDoFy5UnV5xvgH4T9y9fNdBmliqv
