Week	Date	Status	Author	Title	URL
6	2018-10-02	0	Elkner et al	Chapter 9 - "Strings"	https://runestone.academy/runestone/static/LING402/Strings/toctree.html
6	2018-10-02	0	Ramey	Section 3.5.3 - "Shell Parameter Expansion"	
6	2018-10-02	0	Bird et al	Chapter 2 - "Accessing text corpora and lexical resources"	http://www.nltk.org/book/ch02.html
6	2018-10-02	0	Bryce	Strings and lists in hangman game	https://www.youtube.com/playlist?list=PLydysiDoFy5WMnG-xJX0JX03yiE6LI4LG
